u,T,q*,tau,hb,u(s),#,taut,tauc,Da
3.6,7.0,184,0.051,30,7.8,1,1419.3,188.4,7.5
3.6,10.3,103,0.051,30,7.8,2,874.7,122.8,7.1
3.6,10.3,184,0.051,30,7.8,3,1658.7,122.8,13.5
3.6,13.6,-59,0.051,113,7.8,4,518.2,82.8,6.3
3.6,13.6,103,0.051,30,7.8,5,847.4,82.8,10.2
3.6,13.6,184,0.051,30,7.8,6,1689.5,82.8,20.4
3.6,16.9,22,0.051,30,7.8,7,680.0,56.8,12.0
3.6,20.2,22,0.051,30,7.8,8,693.4,41.5,16.7
3.6,20.2,184,0.051,30,7.8,9,1423.9,41.5,34.3
3.6,23.4,-59,0.051,30,7.8,10,517.8,30.8,16.8
3.6,23.4,-59,0.051,72,7.8,11,508.4,30.8,16.5
3.6,23.4,22,0.051,30,7.8,12,643.0,30.8,20.9
3.6,23.4,103,0.051,30,7.8,13,698.8,30.8,22.7
3.6,23.4,184,0.051,30,7.8,14,1358.6,30.8,44.1
3.6,26.7,-59,0.051,30,7.8,15,525.1,23.5,22.3
3.6,26.7,-59,0.051,72,7.8,16,521.1,23.5,22.2
3.6,26.7,22,0.051,30,7.8,17,678.6,23.5,28.9
3.6,26.7,22,0.051,72,7.8,18,649.6,23.5,27.6
3.6,26.7,103,0.051,30,7.8,19,809.9,23.5,34.5
3.6,26.7,184,0.051,30,7.8,20,1660.9,23.5,70.7
3.6,30.0,22,0.051,30,7.8,21,609.8,18.4,33.1
3.6,30.0,103,0.051,30,7.8,22,791.3,18.4,43.0
3.6,30.0,184,0.051,30,7.8,23,1235.0,18.4,67.1
4.8,3.7,103,0.051,30,7.8,24,521.4,299.4,1.7
4.8,3.7,103,0.127,30,12.3,25,514.1,299.4,1.7
4.8,3.7,184,0.051,30,7.8,26,801.2,299.4,2.7
4.8,7.0,103,0.051,30,7.8,27,523.8,188.4,2.8
4.8,7.0,184,0.051,30,7.8,28,825.5,188.4,4.4
4.8,7.0,184,0.279,30,18.1,29,946.3,188.4,5.0
4.8,10.3,-59,0.051,113,7.8,30,433.6,122.8,3.5
4.8,10.3,103,0.051,30,7.8,31,532.6,122.8,4.3
4.8,10.3,103,0.279,30,18.1,32,588.0,122.8,4.8
4.8,10.3,184,0.051,30,7.8,33,700.5,122.8,5.7
4.8,10.3,184,0.127,30,12.3,34,652.0,122.8,5.3
4.8,13.6,-59,0.051,113,7.8,35,437.2,82.8,5.3
4.8,13.6,22,0.051,30,7.8,36,537.1,82.8,6.5
4.8,13.6,22,0.051,72,7.8,37,523.1,82.8,6.3
4.8,13.6,103,0.051,30,7.8,38,530.1,82.8,6.4
4.8,13.6,103,0.127,30,12.3,39,570.1,82.8,6.9
4.8,13.6,103,0.203,30,15.5,40,1752.2,82.8,21.2
4.8,13.6,184,0.051,30,7.8,41,520.7,82.8,6.3
4.8,16.9,22,0.051,30,7.8,42,538.9,56.8,9.5
4.8,16.9,22,0.051,72,7.8,43,529.2,56.8,9.3
4.8,16.9,184,0.051,30,7.8,44,719.6,56.8,12.7
4.8,20.2,22,0.051,30,7.8,45,528.9,41.5,12.7
4.8,20.2,22,0.051,72,7.8,46,531.4,41.5,12.8
4.8,20.2,103,0.051,30,7.8,47,534.6,41.5,12.9
4.8,20.2,184,0.051,30,7.8,48,672.4,41.5,16.2
4.8,23.4,-59,0.051,30,7.8,49,416.4,30.8,13.5
4.8,23.4,-59,0.051,72,7.8,50,412.9,30.8,13.4
4.8,23.4,22,0.051,30,7.8,51,514.4,30.8,16.7
4.8,23.4,22,0.051,72,7.8,52,534.0,30.8,17.3
4.8,23.4,103,0.051,30,7.8,53,524.9,30.8,17.0
4.8,23.4,103,0.051,72,7.8,54,987.6,30.8,32.1
4.8,23.4,184,0.051,30,7.8,55,516.5,30.8,16.8
4.8,26.7,-59,0.051,30,7.8,56,425.8,23.5,18.1
4.8,26.7,-59,0.051,72,7.8,57,431.4,23.5,18.4
4.8,26.7,22,0.051,30,7.8,58,516.4,23.5,22.0
4.8,26.7,22,0.051,72,7.8,59,507.4,23.5,21.6
4.8,26.7,103,0.051,30,7.8,60,548.5,23.5,23.3
4.8,26.7,103,0.051,72,7.8,61,632.3,23.5,26.9
4.8,26.7,184,0.051,30,7.8,62,781.7,23.5,33.3
4.8,30.0,-59,0.051,30,7.8,63,404.4,18.4,22.0
4.8,30.0,22,0.051,30,7.8,64,523.5,18.4,28.5
4.8,30.0,22,0.051,72,7.8,65,536.9,18.4,29.2
4.8,30.0,103,0.051,30,7.8,66,531.9,18.4,28.9
4.8,30.0,103,0.051,72,7.8,67,1121.9,18.4,61.0
6.0,3.7,-141,0.127,30,12.3,68,387.7,299.4,1.3
6.0,3.7,-141,0.127,72,12.3,69,372.9,299.4,1.2
6.0,3.7,-59,0.051,30,7.8,70,399.0,299.4,1.3
6.0,3.7,103,0.127,30,12.3,71,367.0,299.4,1.2
6.0,3.7,184,0.051,30,7.8,72,454.2,299.4,1.5
6.0,3.7,184,0.127,30,12.3,73,448.4,299.4,1.5
6.0,7.0,-59,0.051,30,7.8,74,418.6,188.4,2.2
6.0,7.0,-59,0.127,30,12.3,75,362.6,188.4,1.9
6.0,7.0,103,0.051,30,7.8,76,454.1,188.4,2.4
6.0,7.0,103,0.127,30,12.3,77,349.1,188.4,1.9
6.0,7.0,184,0.051,30,7.8,78,450.8,188.4,2.4
6.0,7.0,184,0.127,30,12.3,79,466.7,188.4,2.5
6.0,10.3,-141,0.051,30,7.8,80,358.0,122.8,2.9
6.0,10.3,-59,0.051,113,7.8,81,414.2,122.8,3.4
6.0,10.3,-59,0.127,30,12.3,82,372.4,122.8,3.0
6.0,10.3,22,0.127,30,12.3,83,367.8,122.8,3.0
6.0,10.3,103,0.051,30,7.8,84,457.3,122.8,3.7
6.0,10.3,103,0.127,30,12.3,85,444.7,122.8,3.6
6.0,10.3,184,0.051,30,7.8,86,459.4,122.8,3.7
6.0,10.3,184,0.127,30,12.3,87,407.3,122.8,3.3
6.0,13.6,-141,0.051,113,7.8,88,351.6,82.8,4.2
6.0,13.6,-141,0.127,72,12.3,89,373.7,82.8,4.5
6.0,13.6,-59,0.051,72,7.8,90,455.5,82.8,5.5
6.0,13.6,-59,0.127,30,12.3,91,368.4,82.8,4.4
6.0,13.6,22,0.051,30,7.8,92,465.9,82.8,5.6
6.0,13.6,22,0.051,72,7.8,93,448.0,82.8,5.4
6.0,13.6,22,0.127,30,12.3,94,360.7,82.8,4.4
6.0,13.6,22,0.127,72,12.3,95,1554.1,82.8,18.8
6.0,13.6,103,0.051,30,7.8,96,458.7,82.8,5.5
6.0,13.6,103,0.127,30,12.3,97,385.6,82.8,4.7
6.0,13.6,184,0.051,30,7.8,98,446.4,82.8,5.4
6.0,13.6,184,0.127,30,12.3,99,349.2,82.8,4.2
6.0,16.9,-59,0.051,30,7.8,100,404.2,56.8,7.1
6.0,16.9,-59,0.051,113,7.8,101,430.0,56.8,7.6
6.0,16.9,22,0.051,30,7.8,102,459.3,56.8,8.1
6.0,16.9,22,0.051,72,7.8,103,464.4,56.8,8.2
6.0,16.9,22,0.051,113,7.8,104,462.8,56.8,8.1
6.0,16.9,22,0.127,30,12.3,105,359.6,56.8,6.3
6.0,16.9,103,0.051,30,7.8,106,456.6,56.8,8.0
6.0,16.9,103,0.127,30,12.3,107,414.4,56.8,7.3
6.0,16.9,184,0.051,30,7.8,108,447.0,56.8,7.9
6.0,16.9,184,0.127,30,12.3,109,443.4,56.8,7.8
6.0,20.2,-141,0.051,72,7.8,110,344.1,41.5,8.3
6.0,20.2,-59,0.051,30,7.8,111,410.0,41.5,9.9
6.0,20.2,-59,0.051,72,7.8,112,435.2,41.5,10.5
6.0,20.2,-59,0.051,113,7.8,113,428.7,41.5,10.3
6.0,20.2,-59,0.127,30,12.3,114,368.4,41.5,8.9
6.0,20.2,-59,0.127,113,12.3,115,373.4,41.5,9.0
6.0,20.2,22,0.051,30,7.8,116,443.0,41.5,10.7
6.0,20.2,22,0.051,72,7.8,117,437.6,41.5,10.5
6.0,20.2,22,0.051,113,7.8,118,439.1,41.5,10.6
6.0,20.2,103,0.051,30,7.8,119,464.0,41.5,11.2
6.0,20.2,103,0.127,30,12.3,120,350.8,41.5,8.5
6.0,20.2,184,0.051,30,7.8,121,514.1,41.5,12.4
6.0,20.2,184,0.127,30,12.3,122,568.3,41.5,13.7
6.0,23.4,-222,0.051,113,7.8,123,356.3,30.8,11.6
6.0,23.4,-141,0.051,30,7.8,124,353.4,30.8,11.5
6.0,23.4,-141,0.051,72,7.8,125,345.0,30.8,11.2
6.0,23.4,-59,0.051,30,7.8,126,418.1,30.8,13.6
6.0,23.4,-59,0.051,72,7.8,127,395.5,30.8,12.8
6.0,23.4,-59,0.051,113,7.8,128,397.0,30.8,12.9
6.0,23.4,-59,0.051,155,7.8,129,426.5,30.8,13.8
6.0,23.4,-59,0.127,72,12.3,130,360.9,30.8,11.7
6.0,23.4,-59,0.127,113,12.3,131,500.5,30.8,16.2
6.0,23.4,22,0.051,30,7.8,132,428.1,30.8,13.9
6.0,23.4,22,0.051,72,7.8,133,462.4,30.8,15.0
6.0,23.4,22,0.051,113,7.8,134,458.0,30.8,14.9
6.0,23.4,103,0.051,30,7.8,135,476.0,30.8,15.5
6.0,23.4,103,0.051,72,7.8,136,710.2,30.8,23.1
6.0,23.4,103,0.127,30,12.3,137,379.8,30.8,12.3
6.0,23.4,184,0.051,30,7.8,138,451.0,30.8,14.6
6.0,26.7,-141,0.051,30,7.8,139,359.4,23.5,15.3
6.0,26.7,-141,0.051,72,7.8,140,366.1,23.5,15.6
6.0,26.7,-59,0.051,30,7.8,141,445.1,23.5,18.9
6.0,26.7,-59,0.051,72,7.8,142,385.3,23.5,16.4
6.0,26.7,-59,0.051,113,7.8,143,395.6,23.5,16.8
6.0,26.7,-59,0.127,72,12.3,144,367.2,23.5,15.6
6.0,26.7,22,0.051,30,7.8,145,443.5,23.5,18.9
6.0,26.7,22,0.051,72,7.8,146,460.3,23.5,19.6
6.0,26.7,22,0.051,113,7.8,147,456.9,23.5,19.4
6.0,26.7,22,0.127,30,12.3,148,372.2,23.5,15.8
6.0,26.7,103,0.051,30,7.8,149,462.0,23.5,19.7
6.0,26.7,103,0.051,72,7.8,150,459.4,23.5,19.6
6.0,26.7,103,0.051,113,7.8,151,3575.6,23.5,152.2
6.0,26.7,103,0.127,30,12.3,152,397.8,23.5,16.9
6.0,26.7,184,0.051,30,7.8,153,443.7,23.5,18.9
6.0,26.7,184,0.051,72,7.8,154,1760.6,23.5,74.9
6.0,30.0,-59,0.051,30,7.8,155,403.2,18.4,21.9
6.0,30.0,22,0.051,30,7.8,156,468.4,18.4,25.5
6.0,30.0,22,0.051,72,7.8,157,452.5,18.4,24.6
6.0,30.0,22,0.051,113,7.8,158,451.8,18.4,24.6
6.0,30.0,22,0.127,30,12.3,159,371.7,18.4,20.2
6.0,30.0,103,0.051,30,7.8,160,457.3,18.4,24.9
6.0,30.0,103,0.051,72,7.8,161,497.9,18.4,27.1
6.0,30.0,103,0.051,113,7.8,162,2775.7,18.4,150.9
7.2,0.5,103,0.127,30,12.3,163,301.0,482,0.6
7.2,0.5,103,0.127,72,12.3,164,567.4,482,1.2
7.2,0.5,184,0.127,30,12.3,165,347.9,482,0.7
7.2,0.5,184,0.127,72,12.3,166,416.0,482,0.9
7.2,3.7,-59,0.127,30,12.3,167,317.6,299.4,1.1
7.2,3.7,-59,0.127,72,12.3,168,317.7,299.4,1.1
7.2,3.7,-59,0.127,113,12.3,169,395.1,299.4,1.3
7.2,3.7,-59,0.203,30,15.5,170,290.2,299.4,1.0
7.2,3.7,-59,0.203,72,15.5,171,278.5,299.4,0.9
7.2,3.7,103,0.127,30,12.3,172,321.7,299.4,1.1
7.2,3.7,103,0.127,72,12.3,173,531.5,299.4,1.8
7.2,3.7,184,0.127,30,12.3,174,329.8,299.4,1.1
7.2,3.7,184,0.127,72,12.3,175,1077.2,299.4,3.6
7.2,7.0,-222,0.127,30,12.3,176,320.9,188.4,1.7
7.2,7.0,-59,0.051,30,7.8,177,384.3,188.4,2.0
7.2,7.0,-59,0.127,30,12.3,178,314.1,188.4,1.7
7.2,7.0,-59,0.127,72,12.3,179,312.7,188.4,1.7
7.2,7.0,-59,0.127,113,12.3,180,318.8,188.4,1.7
7.2,7.0,-59,0.127,155,12.3,181,311.1,188.4,1.7
7.2,7.0,-59,0.203,30,15.5,182,290.1,188.4,1.5
7.2,7.0,-59,0.203,72,15.5,183,306.6,188.4,1.6
7.2,7.0,22,0.051,30,7.8,184,417.0,188.4,2.2
7.2,7.0,22,0.051,72,7.8,185,411.2,188.4,2.2
7.2,7.0,103,0.051,30,7.8,186,397.1,188.4,2.1
7.2,7.0,103,0.127,30,12.3,187,301.9,188.4,1.6
7.2,7.0,184,0.051,30,7.8,188,401.3,188.4,2.1
7.2,7.0,184,0.127,30,12.3,189,311.4,188.4,1.7
7.2,10.3,-222,0.127,30,12.3,190,327.1,122.8,2.7
7.2,10.3,-141,0.051,30,7.8,191,341.1,122.8,2.8
7.2,10.3,-141,0.127,30,12.3,192,319.5,122.8,2.6
7.2,10.3,-141,0.127,113,12.3,193,315.5,122.8,2.6
7.2,10.3,-59,0.051,30,7.8,194,432.2,122.8,3.5
7.2,10.3,-59,0.051,113,7.8,195,403.2,122.8,3.3
7.2,10.3,-59,0.127,30,12.3,196,319.9,122.8,2.6
7.2,10.3,-59,0.127,72,12.3,197,320.6,122.8,2.6
7.2,10.3,-59,0.127,155,12.3,198,314.1,122.8,2.6
7.2,10.3,22,0.051,30,7.8,199,413.9,122.8,3.4
7.2,10.3,22,0.127,30,12.3,200,325.0,122.8,2.6
7.2,10.3,103,0.051,30,7.8,201,404.2,122.8,3.3
7.2,10.3,103,0.127,30,12.3,202,315.0,122.8,2.6
